source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence	norm_str
A2	A2	Cdh2	Cdh2	7.644271172125699e-5	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514	0.006599388525219287
P/Y	A2	Cdh2	Cdh2	4.8950580162036844e-5	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514	0.004203144722722959
A2	P/Y	Cdh2	Cdh2	4.8950580162036844e-5	0	CDH2_CDH2	Cdh2  - Cdh2	CDH	Cell-Cell Contact	KEGG: mmu04514	0.004203144722722959
A2	A2	Cdh1	Cdh1	0.002415041571318334	0	CDH1_CDH1	Cdh1  - Cdh1	CDH	Cell-Cell Contact	KEGG: mmu04514	0.21043418437447342
A2	P/Y	Efna5	Epha4	5.017853017613066e-4	0	EFNA5_EPHA4	Efna5  - Epha4	EPHA	Cell-Cell Contact	PMID: 15114347	0.04367270687180576
A2	A2	Efna5	Ephb2	0.002057170336368568	0	EFNA5_EPHB2	Efna5  - Ephb2	EPHA	Cell-Cell Contact	PMID:15107857; PMID: 15114347	0.17924174202081805
P/Y	A2	Efna5	Ephb2	5.267733263840398e-4	0	EFNA5_EPHB2	Efna5  - Ephb2	EPHA	Cell-Cell Contact	PMID:15107857; PMID: 15114347	0.04585069001617816
A2	P/Y	Efna5	Ephb2	1.1746255438237759e-4	0	EFNA5_EPHB2	Efna5  - Ephb2	EPHA	Cell-Cell Contact	PMID:15107857; PMID: 15114347	0.010174722200032857
A2	A2	F11r	F11r	1.0849141150804506e-4	0	F11R_F11R	F11r  - F11r	JAM	Cell-Cell Contact	KEGG: mmu04514	0.009392787722976317
A2	P/Y	F11r	Jam3	4.2312253277731305e-5	0	F11R_JAM3	F11r  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514	0.00362454100037437
P/Y	A2	Jam3	F11r	4.2312253277731305e-5	0	JAM3_F11R	Jam3  - F11r	JAM	Cell-Cell Contact	KEGG: mmu04514	0.00362454100037437
P/Y	P/Y	Jam3	Jam3	1.650134765576347e-5	0	JAM3_JAM3	Jam3  - Jam3	JAM	Cell-Cell Contact	KEGG: mmu04514	0.0013748346616632339
A2	A2	L1cam	L1cam	7.278544280519444e-7	0	L1CAM_L1CAM	L1cam  - L1cam	L1CAM	Cell-Cell Contact	PMID: 18701456	0
A2	A2	Mpzl1	Mpzl1	8.484419650244824e-4	0	MPZL1_MPZL1	Mpzl1  - Mpzl1	MPZ	Cell-Cell Contact	KEGG: mmu04514	0.07388767507640301
P/Y	A2	Mpzl1	Mpzl1	1.1208380624030093e-4	0	MPZL1_MPZL1	Mpzl1  - Mpzl1	MPZ	Cell-Cell Contact	KEGG: mmu04514	0.00970590471773337
A2	P/Y	Mpzl1	Mpzl1	1.1208380624030093e-4	0	MPZL1_MPZL1	Mpzl1  - Mpzl1	MPZ	Cell-Cell Contact	KEGG: mmu04514	0.00970590471773337
A2	A2	Ncam2	L1cam	1.8639095567705322e-5	0	NCAM2_L1CAM	Ncam2  - L1cam	NCAM	Cell-Cell Contact	KEGG: mmu04514	0.0015611630725489351
P/Y	A2	Nectin3	Nectin1	2.333922927785445e-5	0	NECTIN3_NECTIN1	Nectin3  - Nectin1	NECTIN	Cell-Cell Contact	PMID: 23027581	0.0019708317899267886
P/Y	A2	Nectin3	Nectin2	1.3677123767239165e-5	0	NECTIN3_NECTIN2	Nectin3  - Nectin2	NECTIN	Cell-Cell Contact	PMID: 23027581	0.0011286722651549573
P/Y	P/Y	Nectin3	Pvr	1.0937071580728307e-5	0	NECTIN3_PVR	Nectin3  - Pvr	NECTIN	Cell-Cell Contact	PMID: 23027581	8.898463648678207e-4
A2	P/Y	Nectin1	Nectin3	2.333922927785445e-5	0	NECTIN1_NECTIN3	Nectin1  - Nectin3	NECTIN	Cell-Cell Contact	KEGG: mmu04514	0.0019708317899267886
A2	P/Y	Jag2	Notch2	4.342666534834545e-5	0	JAG2_NOTCH2	Jag2  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464	0.0037216743569452853
P/Y	P/Y	Jag2	Notch2	1.9224723235059868e-5	0.04	JAG2_NOTCH2	Jag2  - Notch2	NOTCH	Cell-Cell Contact	PMID: 22353464	0.001612207010900746
A2	A2	Nrxn1	Nlgn1	0.004658505546087073	0	NRXN1_NLGN1	Nrxn1  - Nlgn1	NRXN	Cell-Cell Contact	KEGG: mmu04514	0.40597692117839496
P/Y	A2	Nrxn2	Nlgn1	1.0584556834400872e-4	0	NRXN2_NLGN1	Nrxn2  - Nlgn1	NRXN	Cell-Cell Contact	KEGG: mmu04514	0.009162173182574373
A2	A2	Ocln	Ocln	7.976855645020537e-5	0	OCLN_OCLN	Ocln  - Ocln	OCLN	Cell-Cell Contact	KEGG: mmu04514	0.006889272734548078
A2	A2	Ptprm	Ptprm	0.00280896206696732	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514	0.2447687191246025
P/Y	A2	Ptprm	Ptprm	8.219688359861844e-4	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514	0.07158024863134686
A2	P/Y	Ptprm	Ptprm	8.219688359861844e-4	0	PTPRM_PTPRM	Ptprm  - Ptprm	PTPRM	Cell-Cell Contact	KEGG: mmu04514	0.07158024863134686
A2	P/Y	Sema5b	Plxna1	1.5196551922856752e-5	0	SEMA5B_PLXNA1	Sema5b  - Plxna1	SEMA5	Cell-Cell Contact	PMID: 27533782	0.0012611072599968177
