source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence	norm_str
A2	A/N	Nrg1	Erbb4	2.3691063555323995e-5	0	NRG1_ERBB4	Nrg1  - Erbb4	NRG	Secreted Signaling	KEGG: mmu04012	3.5357741337726297e-4
A2	A2	Nrg2	Erbb3	6.485023765859906e-5	0	NRG2_ERBB3	Nrg2  - Erbb3	NRG	Secreted Signaling	KEGG: mmu04012	9.696684888890266e-4
A/N	A/N	Nrg2	Erbb4	7.445055243649735e-5	0	NRG2_ERBB4	Nrg2  - Erbb4	NRG	Secreted Signaling	KEGG: mmu04012	0.001113370795498143
A2	A/N	Nrg2	Erbb4	8.998797392804344e-5	0	NRG2_ERBB4	Nrg2  - Erbb4	NRG	Secreted Signaling	KEGG: mmu04012	0.0013459426807693913
P/Y	P/Y	Fgf1	Fgfr1	1.1623594803742462e-5	0	FGF1_FGFR1	Fgf1  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358	1.7294551383497146e-4
P/Y	A/N	Fgf1	Fgfr2	9.336869042183454e-6	0	FGF1_FGFR2	Fgf1  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	1.3871666049830442e-4
P/Y	A2	Fgf1	Fgfr2	1.3951888175686891e-5	0	FGF1_FGFR2	Fgf1  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	2.0779657192542073e-4
P/Y	P/Y	Fgf1	Fgfr2	1.976283672009139e-6	0.01	FGF1_FGFR2	Fgf1  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	2.853974232865606e-5
P/Y	P/Y	Fgf1	Fgfr3	2.872881175246974e-7	0	FGF1_FGFR3	Fgf1  - Fgfr3	FGF	Secreted Signaling	PMC: 4393358	3.258013276320479e-6
A2	P/Y	Fgf5	Fgfr1	6.191516117924879e-5	0	FGF5_FGFR1	Fgf5  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358	9.257347981804876e-4
A2	A/N	Fgf5	Fgfr2	4.973499860918588e-5	0	FGF5_FGFR2	Fgf5  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	7.434160412766392e-4
A2	A2	Fgf5	Fgfr2	7.431648450051098e-5	0	FGF5_FGFR2	Fgf5  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	0.0011113639996701648
A2	P/Y	Fgf5	Fgfr3	1.5303667157650722e-6	0	FGF5_FGFR3	Fgf5  - Fgfr3	FGF	Secreted Signaling	PMC: 4393358	2.1865034608039302e-5
A2	P/Y	Fgf20	Fgfr1	1.1660774337408697e-5	0	FGF20_FGFR1	Fgf20  - Fgfr1	FGF	Secreted Signaling	PMC: 4393358	1.735020356647337e-4
A2	A/N	Fgf20	Fgfr2	9.36673426366749e-6	0.02	FGF20_FGFR2	Fgf20  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	1.391636980500864e-4
A2	A2	Fgf20	Fgfr2	1.3996514945053286e-5	0	FGF20_FGFR2	Fgf20  - Fgfr2	FGF	Secreted Signaling	PMC: 4393358	2.0846456769877056e-4
A2	P/Y	Fgf20	Fgfr3	2.882070552451087e-7	0	FGF20_FGFR3	Fgf20  - Fgfr3	FGF	Secreted Signaling	PMC: 4393358	3.2717683950960882e-6
P/Y	P/Y	Clcf1	Cntfr	5.851318966784112e-7	0	CLCF1_CNTFR_LIFR	Clcf1  - (Cntfr+Lifr)	LIFR	Secreted Signaling	KEGG: mmu04060	7.716287724997977e-6
P/Y	P/Y	Clcf1	Lifr	5.851318966784112e-7	0	CLCF1_CNTFR_LIFR	Clcf1  - (Cntfr+Lifr)	LIFR	Secreted Signaling	KEGG: mmu04060	7.716287724997977e-6
A/N	P/Y	Spp1	Cd44	2.1263648012729747e-4	0	SPP1_CD44	Spp1  - Cd44	SPP1	Secreted Signaling	PMID: 21907263	0.0031818067800977855
A2	P/Y	Spp1	Cd44	2.7598783873014274e-4	0	SPP1_CD44	Spp1  - Cd44	SPP1	Secreted Signaling	PMID: 21907263	0.004130081557400781
P/Y	P/Y	Spp1	Cd44	4.2159295318918984e-4	0	SPP1_CD44	Spp1  - Cd44	SPP1	Secreted Signaling	PMID: 21907263	0.006309571635165723
A/N	P/Y	Spp1	Itgav	2.4005091142326095e-4	0.04	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.003592159680262747
A/N	P/Y	Spp1	Itgb1	2.4005091142326095e-4	0.04	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.003592159680262747
A2	P/Y	Spp1	Itgav	3.115673799818898e-4	0	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.004662653901564018
A2	P/Y	Spp1	Itgb1	3.115673799818898e-4	0	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.004662653901564018
P/Y	P/Y	Spp1	Itgav	4.759345417491039e-4	0	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.007122983674408543
P/Y	P/Y	Spp1	Itgb1	4.759345417491039e-4	0	SPP1_ITGAV_ITGB1	Spp1  - (Itgav+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.007122983674408543
A/N	P/Y	Spp1	Itgb5	7.909385057628009e-5	0	SPP1_ITGAV_ITGB5	Spp1  - (Itgav+Itgb5)	SPP1	Secreted Signaling	PMID: 21907263	0.001182874001215599
A2	P/Y	Spp1	Itgb5	1.0266257974857593e-4	0	SPP1_ITGAV_ITGB5	Spp1  - (Itgav+Itgb5)	SPP1	Secreted Signaling	PMID: 21907263	0.0015356625112029707
P/Y	P/Y	Spp1	Itgb5	1.568394449338531e-4	0	SPP1_ITGAV_ITGB5	Spp1  - (Itgav+Itgb5)	SPP1	Secreted Signaling	PMID: 21907263	0.0023466088887007966
A2	A2	Spp1	Itga9	1.3833073500948309e-4	0.02	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0020695612741148416
A2	A2	Spp1	Itgb1	1.3833073500948309e-4	0.02	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0020695612741148416
P/Y	A2	Spp1	Itga9	2.113263405490281e-4	0.03	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0031621959565224338
P/Y	A2	Spp1	Itgb1	2.113263405490281e-4	0.03	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0031621959565224338
A/N	P/Y	Spp1	Itga5	7.472384097605662e-5	0.04	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0011174615148561078
A2	P/Y	Spp1	Itga5	9.699050201517703e-5	0.01	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.0014507600186896919
P/Y	P/Y	Spp1	Itga5	1.481745546936722e-4	0	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263	0.002216908483783302
A/N	P/Y	Nampt	Itga5	1.1693269005986636e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0017492646497515882
A/N	P/Y	Nampt	Itgb1	1.1693269005986636e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0017492646497515882
A2	P/Y	Nampt	Itga5	8.271222677411436e-5	0.03	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0012370356633941532
A2	P/Y	Nampt	Itgb1	8.271222677411436e-5	0.03	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0012370356633941532
P/Y	P/Y	Nampt	Itga5	1.6884542540125823e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0025263204008943393
P/Y	P/Y	Nampt	Itgb1	1.6884542540125823e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838	0.0025263204008943393
P/Y	P/Y	Angptl2	Itga5	2.042424020518103e-5	0	ANGPTL2_ITGA5_ITGB1	Angptl2  - (Itga5+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	3.0467796981101383e-4
P/Y	P/Y	Angptl2	Itgb1	2.042424020518103e-5	0	ANGPTL2_ITGA5_ITGB1	Angptl2  - (Itga5+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758	3.0467796981101383e-4
P/Y	P/Y	Angptl2	Tlr4	2.4054377052329435e-6	0	ANGPTL2_TLR4	Angptl2  - Tlr4	ANGPTL	Secreted Signaling	PMID: 24478758	3.4963534245025596e-5
P/Y	P/Y	Angpt2	Itga5	1.935080803209758e-5	0	ANGPT2_ITGA5_ITGB1	Angpt2  - (Itga5+Itgb1)	ANGPT	Secreted Signaling	PMID: 20651738; PMID: 25635707	2.886103009033598e-4
P/Y	P/Y	Angpt2	Itgb1	1.935080803209758e-5	0	ANGPT2_ITGA5_ITGB1	Angpt2  - (Itga5+Itgb1)	ANGPT	Secreted Signaling	PMID: 20651738; PMID: 25635707	2.886103009033598e-4
A/N	A/N	Ptn	Sdc1	1.1961521835714263e-4	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.001789418073132068
A/N	A2	Ptn	Sdc1	7.245559342390958e-5	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.001083509252587123
A/N	P/Y	Ptn	Sdc1	0.0011129016807814003	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.016657425953726115
A2	P/Y	Ptn	Sdc1	3.233133998810989e-4	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.004838474194131805
A/N	A/N	Ptn	Sdc2	2.1987846290188751e-4	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.003290208395378978
A2	A/N	Ptn	Sdc2	6.383725670329011e-5	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	9.545056840022404e-4
A/N	P/Y	Ptn	Sdc2	5.543379572817956e-4	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.008296565157801042
A2	P/Y	Ptn	Sdc2	1.6097901207835658e-4	0.01	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.0024085719972853146
A/N	A/N	Ptn	Sdc3	6.314138520068042e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	9.440895317882755e-4
A2	A/N	Ptn	Sdc3	1.832978257291245e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	2.733270818646132e-4
A/N	P/Y	Ptn	Sdc3	3.309570552630266e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	4.943507916808445e-4
A/N	A2	Ptn	Sdc4	0.001066889476285224	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.015968692295378464
A/N	P/Y	Ptn	Sdc4	0.001963768746403133	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.029393629169589958
A2	P/Y	Ptn	Sdc4	5.708470955763906e-4	0.04	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.008543682185518082
A/N	A/N	Ptn	Ncl	0.022342554203496744	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.3344334683651307
A/N	A2	Ptn	Ncl	0.01780599334661379	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.2665279596095701
A/N	P/Y	Ptn	Ncl	0.06680703330687802	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	1
A2	P/Y	Ptn	Ncl	0.020358310514014197	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911	0.3047323177622701
A/N	A2	Kitl	Kit	3.5055191719384043e-5	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080	5.236813597120894e-4
P/Y	A2	Kitl	Kit	5.0082651204093795e-5	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080	7.486198789572459e-4
P/Y	A/N	Sema3d	Nrp1	6.42010372196523e-6	0	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782	9.505706036542245e-5
P/Y	A/N	Sema3d	Plxna2	6.42010372196523e-6	0	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782	9.505706036542245e-5
P/Y	P/Y	Sema3d	Nrp1	4.368677734977854e-6	0.01	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782	6.435029157835714e-5
P/Y	P/Y	Sema3d	Plxna2	4.368677734977854e-6	0.01	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782	6.435029157835714e-5
P/Y	P/Y	Sema3d	Plxna3	1.883168186098622e-6	0.01	SEMA3D_NRP1_PLXNA3	Sema3d  - (Nrp1+Plxna3)	SEMA3	Secreted Signaling	PMID: 27533782	2.7145943227695814e-5
P/Y	A/N	Sema3d	Plxna4	4.698493686859067e-6	0	SEMA3D_NRP1_PLXNA4	Sema3d  - (Nrp1+Plxna4)	SEMA3	Secreted Signaling	PMID: 27533782	6.928714147737551e-5
P/Y	P/Y	Sema3d	Plxna4	6.550376904865647e-6	0	SEMA3D_NRP1_PLXNA4	Sema3d  - (Nrp1+Plxna4)	SEMA3	Secreted Signaling	PMID: 27533782	9.700705443386692e-5
P/Y	P/Y	Sema3d	Nrp2	2.5644002854428966e-6	0.01	SEMA3D_NRP2_PLXNA2	Sema3d  - (Nrp2+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782	3.7342965541726036e-5
A/N	P/Y	Gas6	Axl	1.1996867771283826e-5	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848	1.7853285004961448e-4
P/Y	P/Y	Gas6	Axl	1.5654343064067666e-6	0.01	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848	2.2389943819770272e-5
A2	P/Y	Col6a5	Itga1	2.0265844462281115e-5	0	COL6A5_ITGA1_ITGB1	Col6a5  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512	0.00030230702321828496
A2	P/Y	Col6a5	Itgb1	2.0265844462281115e-5	0	COL6A5_ITGA1_ITGB1	Col6a5  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512	0.00030230702321828496
A2	P/Y	Col6a5	Itga2	1.4940441556881192e-5	0	COL6A5_ITGA2_ITGB1	Col6a5  - (Itga2+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512	2.2259373268216013e-4
P/Y	A2	Fn1	Itga3	3.019315850574429e-5	0	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	4.5090401815880293e-4
P/Y	A2	Fn1	Itgb1	3.019315850574429e-5	0	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	4.5090401815880293e-4
P/Y	P/Y	Fn1	Itga3	9.180825903335755e-5	0.01	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	0.0013731896173929756
P/Y	P/Y	Fn1	Itgb1	9.180825903335755e-5	0.01	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	0.0013731896173929756
A2	P/Y	Fn1	Itga5	1.597020610253334e-5	0.01	FN1_ITGA5_ITGB1	Fn1  - (Itga5+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	2.380077627320059e-4
A2	P/Y	Fn1	Itgb1	1.597020610253334e-5	0.01	FN1_ITGA5_ITGB1	Fn1  - (Itga5+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	2.380077627320059e-4
P/Y	P/Y	Fn1	Itga5	1.0521169097287434e-4	0	FN1_ITGA5_ITGB1	Fn1  - (Itga5+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512	0.0015738188811980664
P/Y	P/Y	Lama5	Itga1	4.7158983402323656e-5	0	LAMA5_ITGA1_ITGB1	Lama5  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.048569590329525e-4
P/Y	P/Y	Lama5	Itgb1	4.7158983402323656e-5	0	LAMA5_ITGA1_ITGB1	Lama5  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.048569590329525e-4
P/Y	P/Y	Lamb1	Itga1	2.7991265334818113e-5	0	LAMB1_ITGA1_ITGB1	Lamb1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	4.179449814095701e-4
P/Y	P/Y	Lamb1	Itgb1	2.7991265334818113e-5	0	LAMB1_ITGA1_ITGB1	Lamb1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	4.179449814095701e-4
A/N	P/Y	Lamc1	Itga1	5.3393499618493714e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.981783116742366e-4
A/N	P/Y	Lamc1	Itgb1	5.3393499618493714e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.981783116742366e-4
A2	P/Y	Lamc1	Itga1	1.9771056548106236e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	2.949007905900659e-4
A2	P/Y	Lamc1	Itgb1	1.9771056548106236e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	2.949007905900659e-4
P/Y	P/Y	Lamc1	Itga1	2.024330374204983e-4	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	0.0030290765534080727
P/Y	P/Y	Lamc1	Itgb1	2.024330374204983e-4	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	0.0030290765534080727
P/Y	P/Y	Lamc2	Itga1	3.0256551415578486e-6	0.01	LAMC2_ITGA1_ITGB1	Lamc2  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	4.424725860834208e-5
P/Y	P/Y	Lamc2	Itgb1	3.0256551415578486e-6	0.01	LAMC2_ITGA1_ITGB1	Lamc2  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	4.424725860834208e-5
P/Y	P/Y	Lama5	Itga2	3.47669210638528e-5	0	LAMA5_ITGA2_ITGB1	Lama5  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	5.193663805592256e-4
P/Y	P/Y	Lamb1	Itga2	2.0635839459451287e-5	0	LAMB1_ITGA2_ITGB1	Lamb1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	3.078452931351832e-4
A/N	P/Y	Lamc1	Itga2	3.9363245216961126e-5	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	5.881664561823145e-4
A2	P/Y	Lamc1	Itga2	1.4575670755673835e-5	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	2.1713366113973223e-4
P/Y	P/Y	Lamc1	Itga2	1.4924538468252127e-4	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	0.0022329372018976383
P/Y	P/Y	Lamc2	Itga2	2.2305716943002582e-6	0	LAMC2_ITGA2_ITGB1	Lamc2  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	3.2346052454073005e-5
P/Y	A2	Lama5	Itga3	1.1254821108442947e-5	0	LAMA5_ITGA3_ITGB1	Lama5  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	1.674255249744698e-4
P/Y	A2	Lama5	Itgb1	1.1254821108442947e-5	0	LAMA5_ITGA3_ITGB1	Lama5  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	1.674255249744698e-4
P/Y	P/Y	Lama5	Itga3	3.4223828158510526e-5	0	LAMA5_ITGA3_ITGB1	Lama5  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	5.112370946965992e-4
P/Y	A2	Lamb1	Itga3	6.6802136871592034e-6	0	LAMB1_ITGA3_ITGB1	Lamb1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	9.89505162400614e-5
P/Y	A2	Lamb1	Itgb1	6.6802136871592034e-6	0	LAMB1_ITGA3_ITGB1	Lamb1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	9.89505162400614e-5
P/Y	P/Y	Lamb1	Itga3	2.0313483220695656e-5	0	LAMB1_ITGA3_ITGB1	Lamb1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	3.0302010394808813e-4
A/N	A2	Lamc1	Itga3	1.2742792480895704e-5	0.02	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	1.89698223665773e-4
A/N	A2	Lamc1	Itgb1	1.2742792480895704e-5	0.02	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	1.89698223665773e-4
P/Y	A2	Lamc1	Itga3	4.831777196545797e-5	0	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.22202285019349e-4
P/Y	A2	Lamc1	Itgb1	4.831777196545797e-5	0	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	7.22202285019349e-4
A/N	P/Y	Lamc1	Itga3	3.874835606870709e-5	0.01	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	5.789624882961319e-4
P/Y	P/Y	Lamc1	Itga3	1.4691429027558105e-4	0	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	0.0021980442165163553
P/Y	A2	Lamc2	Itga3	7.22069490765415e-7	0	LAMC2_ITGA3_ITGB1	Lamc2  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	9.766038028718052e-6
P/Y	A2	Lamc2	Itgb1	7.22069490765415e-7	0	LAMC2_ITGA3_ITGB1	Lamc2  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	9.766038028718052e-6
P/Y	P/Y	Lamc2	Itga3	2.195726892822958e-6	0.01	LAMC2_ITGA3_ITGB1	Lamc2  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512	3.18244780618299e-5
A2	A2	Thbs1	Itga3	3.4314765411167025e-6	0.01	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	5.032179601019945e-5
A2	A2	Thbs1	Itgb1	3.4314765411167025e-6	0.01	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	5.032179601019945e-5
P/Y	A2	Thbs1	Itga3	5.953177049771032e-6	0.03	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.80678687228632e-5
P/Y	A2	Thbs1	Itgb1	5.953177049771032e-6	0.03	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.80678687228632e-5
A2	P/Y	Thbs1	Itga3	1.0434651729401009e-5	0.04	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	1.551488200637278e-4
A2	P/Y	Thbs1	Itgb1	1.0434651729401009e-5	0.04	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	1.551488200637278e-4
A/N	A2	Thbs3	Itga3	1.9729437019379376e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	2.8489747988434836e-5
A/N	A2	Thbs3	Itgb1	1.9729437019379376e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	2.8489747988434836e-5
P/Y	A2	Thbs3	Itga3	1.8191732892479995e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	2.6188035648475773e-5
P/Y	A2	Thbs3	Itgb1	1.8191732892479995e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	2.6188035648475773e-5
A/N	P/Y	Thbs3	Itga3	5.999470328800173e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.876080964520693e-5
A/N	P/Y	Thbs3	Itgb1	5.999470328800173e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.876080964520693e-5
P/Y	P/Y	Thbs3	Itga3	5.531875839232217e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.176162177864637e-5
P/Y	P/Y	Thbs3	Itgb1	5.531875839232217e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512	8.176162177864637e-5
