Gene,Accession,Chromosome,End,Start,Strand,gene_count_corr,mean,std,n_cells,fit_r2,fit_alpha,fit_beta,fit_gamma,fit_t_,fit_scaling,fit_std_u,fit_std_s,fit_likelihood,fit_u0,fit_s0,fit_pval_steady,fit_steady_u,fit_steady_s,fit_variance,fit_alignment_scaling,velocity_genes
Phb,ENSMUSG00000038845,11,95680773,95666957,+,0.0073,-1.9055718662408702e-10,0.5586376327672543,8322,-0.07258236408233643,,,,,,,,,,,,,,,,False
Zfp652,ENSMUSG00000075595,11,95835115,95712673,+,-0.0578,1.9687093663426682e-11,0.2489963435429339,2204,-3.798841953277588,,,,,,,,,,,,,,,,False
Phospho1,ENSMUSG00000050860,11,95832140,95824499,+,0.0018,5.075578835102192e-12,0.049293324863954345,80,-1.0252606868743896,,,,,,,,,,,,,,,,False
Gngt2,ENSMUSG00000038811,11,95845734,95837216,+,-0.0331,-1.6672507446214473e-11,0.07609726865334694,181,-0.19068706035614014,,,,,,,,,,,,,,,,False
4833417C18Rik,ENSMUSG00000086015,11,95861044,95858865,+,-0.012,-2.1532758694372934e-11,0.1552450007567705,865,-0.0428314208984375,,,,,,,,,,,,,,,,False
Gm11534,ENSMUSG00000086255,11,95876380,95869154,+,-0.0101,-1.2988867655284245e-11,0.023296724644985604,24,-0.1534026861190796,,,,,,,,,,,,,,,,False
Snf8,ENSMUSG00000006058,11,96047430,96034885,+,0.0789,2.1330408439678047e-11,0.542455333969225,8331,0.08193635940551758,0.8558321988689889,3.8559018969183656,0.23430594774186586,9.087545514754991,0.06133691735565663,0.06154992803931236,0.47414088249206543,0.20900915335831366,0.0,0.0,0.42577226526294143,0.19962204239159964,2.1520416777709435,1.2576799992639738,1.9026749141425272,True
Hoxb9,ENSMUSG00000020875,11,96276595,96271457,+,0.0064,2.588316900982925e-12,0.00609746120097282,3,0.0,,,,,,,,,,,,,,,,False
Hoxb8,ENSMUSG00000056648,11,96285315,96281905,+,0.1019,-1.4703798079871804e-11,0.03977016734990733,22,0.9116590693593025,19.096715016997752,510.22950515194634,29.339460336420956,0.47414733855919133,0.0607116986066103,0.004005372058600187,0.07696925103664398,2.2568960349138572e-05,0.0,0.0,0.09977085841220606,0.03041188929065564,0.6188493905396297,0.8495825583964325,0.03766247329590668,False
Hoxb7,ENSMUSG00000038721,11,96290162,96286623,+,0.1364,8.40738872950829e-12,0.018697823921801457,16,0.0,,,,,,,,,,,,,,,,False
Hoxb6,ENSMUSG00000000690,11,96301569,96292476,+,0.0499,-2.107134243663637e-12,0.05209439544715231,53,-0.0014770030975341797,,,,,,,,,,,,,,,,False
Hoxb5,ENSMUSG00000038700,11,96306121,96303336,+,0.0749,-8.010186234306732e-11,0.1871874169654646,420,0.48652201890945435,,,,,,,,,,,,,,,,False
Hoxb4,ENSMUSG00000038692,11,96321638,96318267,+,-0.0176,-1.1073990185677508e-12,0.29891283547509906,2679,-0.0192948579788208,,,,,,,,,,,,,,,,False
Hoxb3,ENSMUSG00000048763,11,96347930,96323326,+,0.0073,3.691330061892503e-12,0.22362789136138814,1710,-0.09901642799377441,,,,,,,,,,,,,,,,False
Hoxb2,ENSMUSG00000075588,11,96354012,96350525,+,0.0888,-3.7157707042944864e-11,0.425233788981582,5431,-0.013569116592407227,,,,,,,,,,,,,,,,False
Hoxb1,ENSMUSG00000018973,11,96368256,96365752,+,0.0196,-1.3505787260861273e-12,0.00450846597785866,21,0.0,,,,,,,,,,,,,,,,False
Skap1,ENSMUSG00000057058,11,96759130,96464593,+,-0.1215,1.2265982184830297e-11,0.09838830673469177,184,0.930901363492012,0.21971469939999597,0.08913165711868741,0.17141797472226408,15.56711567697776,1.2792474406957628,0.8358116149902344,0.30871352553367615,0.25423956973712114,0.0,0.0,0.34573264434832673,1.5665601878429534,0.6298623460842746,0.20775747745062692,3.9466260311292616,True
Gm11537,ENSMUSG00000085242,11,96768269,96766802,+,0.0043,-7.774403836164871e-14,0.005721784425650464,4067,-0.004263043403625488,,,,,,,,,,,,,,,,False
Cbx1,ENSMUSG00000018666,11,96808640,96789127,+,0.0273,-4.059477752114712e-11,0.5733027036247045,8297,-0.3641864061355591,,,,,,,,,,,,,,,,False
Copz2,ENSMUSG00000018672,11,96861203,96849870,+,0.0815,8.120926136163506e-12,0.32836854825701617,3156,0.08315378427505493,0.43972705569289217,5.18083894215898,0.3239006725831195,4.696851031849017,0.09396027959883213,0.020325804129242897,0.22713953256607056,0.09560819104690577,0.0,0.0,0.45295707505964583,0.06864544854153101,0.7139092256106307,1.176735755020751,1.8488348441714584,True
D030028A08Rik,ENSMUSG00000078700,11,96965060,96916270,+,-0.0361,-2.4116689737697685e-11,0.11276191995667609,461,-0.7774733304977417,,,,,,,,,,,,,,,,False
Prr15l,ENSMUSG00000047040,11,96937830,96928104,+,0.0105,-1.3039815700409324e-12,0.014640229263747891,8,0.044555485248565674,0.25519258990183236,10.698687888225285,1.5533629476209003,0.33044795990453807,0.5906280875205994,0.009336110204458237,0.01844160258769989,0.008231176536637758,0.0,0.0,0.054008205842092996,0.024559507006134285,0.05082223440745268,0.25167320940076693,0.1846299599208147,True
Sp6,ENSMUSG00000038560,11,97024734,97013394,+,-0.0212,4.206578216364998e-12,0.018264610394936046,12,-0.014644622802734375,,,,,,,,,,,,,,,,False
Scrn2,ENSMUSG00000020877,11,97033958,97029938,+,0.0044,-1.2411136049243256e-11,0.37470855668969655,5056,0.004074811935424805,,,,,,,,,,,,,,,,False
Mrpl10,ENSMUSG00000001445,11,97049213,97041560,+,0.0169,-7.860177886348835e-12,0.3887566895807393,5516,-0.4936729669570923,,,,,,,,,,,,,,,,False
Osbpl7,ENSMUSG00000038534,11,97068904,97050628,+,-0.0271,9.351369490127675e-12,0.1527573017008783,853,-0.30348074436187744,,,,,,,,,,,,,,,,False
Gm11583,ENSMUSG00000084936,11,97161675,97160990,+,0.001,-2.445506166003783e-12,0.01835784666842013,14,-0.034195780754089355,,,,,,,,,,,,,,,,False
Gm11592,ENSMUSG00000086680,11,97282897,97280128,+,0.0099,8.622716316452018e-13,0.014237471338981842,12,-0.18572628498077393,,,,,,,,,,,,,,,,False
Mrpl45,ENSMUSG00000018882,11,97329920,97315716,+,0.0693,5.181572397849437e-11,0.5354020031908697,8301,-0.02146768569946289,,,,,,,,,,,,,,,,False
Socs7,ENSMUSG00000038485,11,97398542,97362435,+,-0.0336,5.660039428235171e-12,0.31939892554110233,3749,-0.774686336517334,,,,,,,,,,,,,,,,False
Arhgap23,ENSMUSG00000049807,11,97502402,97415533,+,0.016,5.955345833186571e-11,0.23823145808079985,2081,-0.7497572898864746,,,,,,,,,,,,,,,,False
2410003L11Rik,ENSMUSG00000085860,11,97622893,97598511,+,0.0136,-1.3022486598998931e-12,0.007131992579238584,729,-0.026111364364624023,,,,,,,,,,,,,,,,False
Mllt6,ENSMUSG00000038437,11,97685463,97663414,+,-0.0914,4.306551738874587e-12,0.3147214063874013,3690,-0.2681620121002197,,,,,,,,,,,,,,,,False
Cisd3,ENSMUSG00000078695,11,97688621,97685826,+,0.0164,-1.3501255990242643e-10,0.5000852439851284,8048,-0.05257856845855713,,,,,,,,,,,,,,,,False
Psmb3,ENSMUSG00000069744,11,97713500,97703399,+,0.131,6.612209125824542e-11,0.5033062922656234,8383,0.09048587083816528,2.998076338601319,17.459493356947146,0.20782693988886652,9.996234541741869,0.011346628130413592,0.05136203020811081,2.1388344764709473,0.2278741516327592,0.0,0.0,0.48141145368217964,0.163741719932866,9.734596141453448,1.097616589646015,2.2715068716256814,False
Lasp1,ENSMUSG00000038366,11,97838764,97799000,+,0.0673,3.603660972922556e-11,0.4127352183107034,5403,-0.20982801914215088,,,,,,,,,,,,,,,,False
B230217C12Rik,ENSMUSG00000050538,11,97844099,97840780,+,0.0116,2.780801979959019e-11,0.17948922669562994,1103,-0.05637085437774658,,,,,,,,,,,,,,,,False
Gm11630,ENSMUSG00000086917,11,97893811,97884594,+,0.019,-3.4154415911208498e-12,0.020067510980687563,19,-0.21601545810699463,,,,,,,,,,,,,,,,False
Rpl19,ENSMUSG00000017404,11,98030492,98026710,+,0.0794,-7.377613383466012e-12,0.1980727309256651,8482,-0.04698991775512695,,,,,,,,,,,,,,,,False
Cdk12,ENSMUSG00000003119,11,98278504,98203059,+,-0.1628,-9.565447408040034e-11,0.5299504485182308,8404,-0.2050487995147705,,,,,,,,,,,,,,,,False
Gm20644,ENSMUSG00000093673,11,98287444,98285382,+,-0.0094,-3.6298078941942946e-12,0.025344473027680454,26,0.0,,,,,,,,,,,,,,,,False
Ppp1r1b,ENSMUSG00000061718,11,98357796,98348404,+,-0.0099,-7.682580691313771e-12,0.06518765490749479,152,0.0,,,,,,,,,,,,,,,,False
Stard3,ENSMUSG00000018167,11,98381112,98358368,+,0.001,1.937948282493564e-11,0.336506184358529,4112,-0.07676160335540771,,,,,,,,,,,,,,,,False
Tcap,ENSMUSG00000007877,11,98384953,98383811,+,0.0069,7.351899039935902e-12,0.07090942745313572,181,0.0,,,,,,,,,,,,,,,,False
Pnmt,ENSMUSG00000038216,11,98388181,98386450,+,0.0062,1.4698030376650096e-12,0.012117990226570646,9,-0.001898050308227539,,,,,,,,,,,,,,,,False
Erbb2,ENSMUSG00000062312,11,98437716,98412470,+,-0.0325,-5.764627113322126e-11,0.29707917980527376,3162,-0.06127190589904785,,,,,,,,,,,,,,,,False
Gm12352,ENSMUSG00000084835,11,98439046,98438037,+,0.0037,-6.288719079401238e-12,0.015328636095056797,11,-0.002637624740600586,,,,,,,,,,,,,,,,False
Grb7,ENSMUSG00000019312,11,98455373,98446394,+,0.0022,-3.383719223401461e-12,0.12484787455827409,263,0.16399019956588745,,,,,,,,,,,,,,,,False
Zpbp2,ENSMUSG00000017195,11,98558665,98551097,+,-0.0111,5.089036809286174e-12,0.01831355585311665,12,-0.013149023056030273,,,,,,,,,,,,,,,,False
Gsdma,ENSMUSG00000017204,11,98677708,98664351,+,0.009,-2.840786093464772e-11,0.08893786370235594,130,0.5989530086517334,1.6600649042208333,13.827904804939191,0.9454128903636858,1.7407927467043787,0.0836899096146226,0.0409364216029644,0.2824806869029999,4.51293242563427e-10,0.0,0.0,0.42469569951698377,0.09933353330834466,0.7490663328529175,1.0654857280277967,0.4752621294791878,False
Psmd3,ENSMUSG00000017221,11,98695979,98682554,+,0.0516,-1.3489936872670044e-11,0.5483069675038407,8552,-0.0043163299560546875,,,,,,,,,,,,,,,,False
Csf3,ENSMUSG00000038067,11,98703629,98701263,+,0.0543,-2.4935703595180087e-12,0.01656786179932434,8,0.0,,,,,,,,,,,,,,,,False
Thra,ENSMUSG00000058756,11,98769006,98740638,+,-0.0454,7.141762385891709e-11,0.4446389921553684,6355,-0.2405616044998169,,,,,,,,,,,,,,,,False
Msl1,ENSMUSG00000052915,11,98807859,98795516,+,-0.0415,1.2796610881227343e-11,0.23321551959694278,1970,-0.380967378616333,,,,,,,,,,,,,,,,False
Casc3,ENSMUSG00000078676,11,98833814,98804905,+,-0.0559,-6.387010355137829e-12,0.46865832240267263,7491,-0.5497884750366211,,,,,,,,,,,,,,,,False
Rapgefl1,ENSMUSG00000038020,11,98853697,98836785,+,-0.0214,-6.8289606145011304e-12,0.08198324068308646,233,-0.30699920654296875,,,,,,,,,,,,,,,,False
Wipf2,ENSMUSG00000038013,11,98905040,98863638,+,-0.0288,9.720502496316924e-12,0.3036981306959984,3388,-0.6823413372039795,,,,,,,,,,,,,,,,False
Cdc6,ENSMUSG00000017499,11,98923940,98907801,+,0.0327,3.7194160729713314e-11,0.3799245107544292,5350,0.27138179540634155,0.5028665413714825,2.6523708658779626,0.41567277297976185,7.959841032936607,0.10237213768064975,0.056547701358795166,0.2568538784980774,0.2266870294850612,0.0,0.0,0.4004139796222976,0.16486040551907394,0.7564135955742979,0.944844554016149,1.653139097035538,True
Rara,ENSMUSG00000037992,11,98974942,98927818,+,-0.0472,-2.9592162662838235e-11,0.3400450553128143,4066,-0.25183987617492676,,,,,,,,,,,,,,,,False
Igfbp4,ENSMUSG00000017493,11,99054392,99041244,+,-0.0138,-1.5134453253759262e-11,0.19068294168047267,760,0.016075491905212402,,,,,,,,,,,,,,,,False
Gm11940,ENSMUSG00000087692,11,99387897,99387340,+,-0.017,2.362451239611202e-11,0.0851912181536198,272,-0.19817757606506348,,,,,,,,,,,,,,,,False
A830036E02Rik,ENSMUSG00000084890,11,99425497,99416956,+,0.0003,-4.6606895615658006e-14,0.007612103657445362,3426,0.0,,,,,,,,,,,,,,,,False
Gm12349,ENSMUSG00000087265,11,100293711,100291671,+,0.0098,7.690270962276048e-14,0.03928331513949124,60,-0.015030503273010254,,,,,,,,,,,,,,,,False
Eif1,ENSMUSG00000035530,11,100322096,100319885,+,0.1414,6.212402152136932e-12,0.35730467288230205,7970,-0.31028902530670166,,,,,,,,,,,,,,,,False
Gast,ENSMUSG00000017165,11,100336996,100334407,+,-0.0122,2.188221448258852e-12,0.00893998551143527,234,-0.0039010047912597656,,,,,,,,,,,,,,,,False
Fkbp10,ENSMUSG00000001555,11,100424824,100415697,+,0.1504,-2.7315842458004522e-11,0.13863036563736034,536,-0.03360772132873535,,,,,,,,,,,,,,,,False
Klhl10,ENSMUSG00000001558,11,100457022,100441917,+,-0.0178,1.0074254960581624e-12,0.04056682536840512,59,-0.18917477130889893,,,,,,,,,,,,,,,,False
Ttc25,ENSMUSG00000006784,11,100572568,100545607,+,-0.0009,-4.321932280799139e-12,0.04254800045606751,66,-0.20562338829040527,,,,,,,,,,,,,,,,False
Cnp,ENSMUSG00000006782,11,100591729,100574904,+,-0.0227,1.3627160145153157e-11,0.08037616477619107,224,-0.3029581308364868,,,,,,,,,,,,,,,,False
Nkiras2,ENSMUSG00000017837,11,100627607,100619244,+,0.0265,2.052725576605534e-11,0.3422741794435215,4262,-0.09158527851104736,,,,,,,,,,,,,,,,False
Dhx58os,ENSMUSG00000085604,11,100697520,100687417,+,0.0642,-1.6824720739049833e-13,0.0077064401448972124,71,-0.3509523868560791,,,,,,,,,,,,,,,,False
Hspb9,ENSMUSG00000017832,11,100714575,100713850,+,-0.0026,-2.0225412630786006e-12,0.025990858909211455,19,0.0,,,,,,,,,,,,,,,,False
Stat5a,ENSMUSG00000004043,11,100885169,100859351,+,-0.0143,9.32060840627857e-12,0.08002991528720016,203,-0.09262943267822266,,,,,,,,,,,,,,,,False
Atp6v0a1,ENSMUSG00000019302,11,101063719,101009452,+,-0.0201,2.091753701739085e-11,0.27992827987640884,2813,-0.538127064704895,,,,,,,,,,,,,,,,False
Naglu,ENSMUSG00000001751,11,101077672,101070012,+,0.0318,4.9217734158566705e-12,0.27559419082538833,2591,-0.01040506362915039,,,,,,,,,,,,,,,,False
Hsd17b1,ENSMUSG00000019301,11,101080527,101078411,+,0.0144,-2.6335842536272413e-12,0.023922323923773903,1484,-0.003105640411376953,,,,,,,,,,,,,,,,False
Coasy,ENSMUSG00000001755,11,101086619,101082565,+,0.0167,3.345267868590081e-13,0.46158892392229645,7360,0.0009091496467590332,,,,,,,,,,,,,,,,False
Mlx,ENSMUSG00000017801,11,101092207,101087277,+,0.0576,1.4213447177639677e-10,0.38915580370625974,5512,-0.004523634910583496,,,,,,,,,,,,,,,,False
Tubg1,ENSMUSG00000035198,11,101126419,101119938,+,0.065,-3.057988183955556e-11,0.5491348368975538,8250,-0.016007065773010254,,,,,,,,,,,,,,,,False
Tubg2,ENSMUSG00000045007,11,101161787,101155907,+,0.0268,-3.1376305526086277e-12,0.08616289157383321,226,0.03202235698699951,0.1441531339077173,2.051223286291447,0.28154259591058883,4.888230067272647,0.229133931286633,0.016493862494826317,0.11715315282344818,0.045681157690516526,0.0,0.0,0.32092969163129564,0.049725911759679955,0.28214688074839267,0.637367187623343,2.6712489992722053,True
Cntnap1,ENSMUSG00000017167,11,101190724,101170523,+,0.003,-1.5503586259948513e-11,0.0887436408981442,277,-0.1297837495803833,,,,,,,,,,,,,,,,False
Ramp2,ENSMUSG00000001240,11,101259546,101246028,+,-0.0051,-2.999205675287659e-13,0.02144206561870292,16,-0.004858136177062988,,,,,,,,,,,,,,,,False
Vps25,ENSMUSG00000078656,11,101259549,101253707,+,0.0352,-2.780801979959019e-11,0.12708166560038595,606,-0.0027698278427124023,,,,,,,,,,,,,,,,False
Wnk4,ENSMUSG00000035112,11,101277409,101260567,+,-0.0267,1.75953399616876e-11,0.12432861309195532,548,-0.07342720031738281,,,,,,,,,,,,,,,,False
Cntd1,ENSMUSG00000078653,11,101296317,101279012,+,0.0067,-3.039579597839608e-12,0.01635038685566142,12,-0.18927597999572754,,,,,,,,,,,,,,,,False
Psme3,ENSMUSG00000078652,11,101323537,101316213,+,0.0385,2.396384560232245e-11,0.5128942362943356,7984,0.05825769901275635,0.7865894254497019,11.390159717681302,0.31929359096459786,7.0800934026833,0.021552777132019404,0.02080530859529972,0.4561133086681366,0.19359856256477165,0.0,0.0,0.4517031533150706,0.06684076761816828,1.6936622991644104,1.2959498332128858,1.8330717384991952,False
Aoc2,ENSMUSG00000078651,11,101329702,101325063,+,-0.0358,5.844605931329797e-12,0.10579420683362944,403,-0.026072144508361816,,,,,,,,,,,,,,,,False
Aoc3,ENSMUSG00000019326,11,101341938,101330605,+,0.0085,3.133874012015437e-14,0.003865061285458445,2807,-0.15082180500030518,,,,,,,,,,,,,,,,False
Rundc1,ENSMUSG00000035007,11,101435673,101425085,+,-0.0436,1.8456650309462515e-11,0.18977303399518425,1336,-0.32692015171051025,,,,,,,,,,,,,,,,False
Rpl27,ENSMUSG00000063316,11,101445529,101442298,+,0.0465,-1.1574001990805995e-10,0.3313378605601036,8181,0.08472508192062378,1.3714840758015605,6.529272438618214,0.058170612922334754,28.349406890275517,0.01678916637785733,0.06530145555734634,1.8377885818481445,0.1985139971465262,0.0,0.0,0.48200351361035315,0.21741982385288944,15.07103336268458,1.4332081912814618,4.105051317432602,False
Ifi35,ENSMUSG00000010358,11,101458698,101448407,+,-0.0025,-3.8958912694890456e-11,0.35745917015485673,4512,-0.04237639904022217,,,,,,,,,,,,,,,,False
Rnd2,ENSMUSG00000001313,11,101471853,101464999,+,0.0376,2.0671448346598018e-11,0.1380538541025121,670,0.001958608627319336,,,,,,,,,,,,,,,,False
Nbr1,ENSMUSG00000017119,11,101581951,101552149,+,0.0048,-6.197493240111239e-11,0.3807286063068824,5115,-0.5048106908798218,,,,,,,,,,,,,,,,False
Tmem106a,ENSMUSG00000034947,11,101591788,101582242,+,0.0118,8.920714316240215e-13,0.07762193645050605,222,-0.2946716547012329,,,,,,,,,,,,,,,,False
Rdm1,ENSMUSG00000010362,11,101636100,101627195,+,-0.0342,-1.430390398983345e-11,0.37143215693924647,3917,-1.1858830451965332,,,,,,,,,,,,,,,,False
Arl4d,ENSMUSG00000034936,11,101667832,101665541,+,-0.0056,-1.8179800554820578e-11,0.0845789824423351,254,-0.031783103942871094,,,,,,,,,,,,,,,,False
Dhx8,ENSMUSG00000034931,11,101767358,101732919,+,-0.0051,2.6577576445626023e-11,0.3644413178033775,4891,-0.30225229263305664,,,,,,,,,,,,,,,,False
Gm20659,ENSMUSG00000093467,11,101971859,101971143,+,-0.0005,-5.733908085642347e-13,0.017815713201504685,9,-0.005894303321838379,,,,,,,,,,,,,,,,False
G6pc3,ENSMUSG00000034793,11,102194081,102189620,+,0.0211,2.2365470847006886e-11,0.42528876627240186,6494,-0.003088235855102539,,,,,,,,,,,,,,,,False
BC030867,ENSMUSG00000034773,11,102265187,102248882,+,-0.0001,2.1901891700562185e-11,0.2717399799539839,2884,0.04845398664474487,0.0986516849433516,0.36535216536727894,0.26585336540846954,10.615874779892234,1.736652982234955,0.09526883810758591,0.08640091866254807,0.25932966554610376,0.0,0.0,0.02066686502113159,0.26635851945713546,0.2265282959500649,0.7992381189901552,2.2458985369555324,True
Asb16,ENSMUSG00000034768,11,102279462,102268743,+,0.0119,-2.8271856164570496e-12,0.02572243242941474,172,-0.016775131225585938,,,,,,,,,,,,,,,,False
Tmub2,ENSMUSG00000034757,11,102289237,102284931,+,-0.0184,-1.0704857179488259e-11,0.31207363762402957,3510,-0.011164069175720215,,,,,,,,,,,,,,,,False
Rundc3a,ENSMUSG00000006575,11,102402555,102393403,+,-0.0186,3.642112327733936e-11,0.2200581356984395,646,0.21582520008087158,,,,,,,,,,,,,,,,False
Grn,ENSMUSG00000034708,11,102437048,102430315,+,0.1191,-1.7124928940736663e-10,0.5171186534939558,7546,0.03022867441177368,0.8073473883698887,17.885063645058867,0.1988941533983075,6.171301153983002,0.028469254883627094,0.015233902260661125,0.49050846695899963,0.06523452228724005,0.0,0.0,0.47504688046115895,0.05105274551008321,1.9207911591591507,1.5552280242533012,1.800299863304366,False
Fzd2,ENSMUSG00000050288,11,102608058,102604396,+,0.0413,9.336565718525293e-11,0.4268774146110018,6043,0.0,,,,,,,,,,,,,,,,False
Adam11,ENSMUSG00000020926,11,102780262,102761439,+,-0.0386,1.753381779398939e-12,0.05249496374997639,91,-0.004317760467529297,,,,,,,,,,,,,,,,False
Higd1b,ENSMUSG00000020928,11,102838040,102835849,+,0.0005,2.828581308638832e-13,0.011277709938268508,2533,0.0,,,,,,,,,,,,,,,,False
Ccdc103,ENSMUSG00000020930,11,102885216,102881204,+,0.0309,8.982236483938424e-12,0.07988962720300898,239,-0.009800076484680176,,,,,,,,,,,,,,,,False
Fam187a,ENSMUSG00000075510,11,102886731,102885169,+,0.0184,-1.664441195372247e-12,0.005336092344584286,909,0.0,,,,,,,,,,,,,,,,False
Nmt1,ENSMUSG00000020936,11,103068912,103028190,+,0.022,2.370357799444292e-11,0.477328457004065,7729,-0.2642916440963745,,,,,,,,,,,,,,,,False
Acbd4,ENSMUSG00000056938,11,103112200,103101682,+,-0.0209,-4.983295583554879e-11,0.17254724950152586,1070,-0.25106680393218994,,,,,,,,,,,,,,,,False
Hexim1,ENSMUSG00000048878,11,103119725,103116231,+,-0.1053,1.38986267101215e-10,0.34514731681680705,4156,0.0,,,,,,,,,,,,,,,,False
Hexim2,ENSMUSG00000043372,11,103139876,103132429,+,-0.014,3.0268906507518524e-11,0.15136184903971756,829,-0.06945228576660156,,,,,,,,,,,,,,,,False
Fmnl1,ENSMUSG00000055805,11,103198901,103171107,+,-0.0504,3.4560858747613165e-12,0.025475684585272378,26,0.000931859016418457,,,,,,,,,,,,,,,,False
Arhgap27os2,ENSMUSG00000085360,11,103361092,103355701,+,0.0018,-1.4549992660626283e-11,0.07218845401395126,178,-0.0024802684783935547,,,,,,,,,,,,,,,,False
Arhgap27os1,ENSMUSG00000085733,11,103364651,103363213,+,-0.0112,-2.838190627015004e-12,0.010477905939070224,5,0.01603490114212036,0.7465052246683903,57.42166704311135,22.686706859911446,0.5686251893303431,0.19468227937817573,0.0017857428174465895,0.004334053955972195,0.0015198043667118822,0.0,0.0,1.8718178940561212e-12,0.011492293965799854,0.027892157210615175,9.610790028561114,0.04407872002644209,True
Gm39397,ENSMUSG00000110636,11,103422062,103421736,+,0.0081,-9.307480873424998e-13,0.00926017172226434,3,0.0,,,,,,,,,,,,,,,,False
Rprml,ENSMUSG00000046215,11,103650579,103649570,+,0.0205,1.0920184766431989e-12,0.03572086590739459,53,0.0,,,,,,,,,,,,,,,,False
Wnt3,ENSMUSG00000000125,11,103817957,103774150,+,0.0055,1.4396187241380761e-11,0.06651502145756692,110,0.22217702865600586,0.3735174947205188,9.826579796837661,0.5260079009266747,2.5821655513030852,0.07606014318764208,0.010258409194648266,0.14633648097515106,1.2116966282508992e-08,0.0,0.0,0.3841298824262424,0.030521313636080752,0.28135385486329423,0.6548915351961894,1.3346069450308118,False
Arf2,ENSMUSG00000062421,11,103985337,103966739,+,0.0202,3.765156663130353e-11,0.28892020513257094,2806,-0.17297148704528809,,,,,,,,,,,,,,,,False
Mapt,ENSMUSG00000018411,11,104332090,104231390,+,-0.0324,5.844605931329797e-12,0.10969627639791074,379,-0.7387139797210693,,,,,,,,,,,,,,,,False
Myl4,ENSMUSG00000061086,11,104595753,104550663,+,-0.0099,-1.1935300533452426e-11,0.12623327850722954,549,-0.36163806915283203,,,,,,,,,,,,,,,,False
Itgb3,ENSMUSG00000020689,11,104670476,104608000,+,0.0365,4.094300260315768e-11,0.07651273288744409,203,-0.11124742031097412,,,,,,,,,,,,,,,,False
Gm11639,ENSMUSG00000040838,11,105117394,104685707,+,-0.0079,-7.206477748039985e-13,0.010282790379583018,148,-0.03796505928039551,,,,,,,,,,,,,,,,False
Mettl2,ENSMUSG00000020691,11,105140394,105126425,+,-0.0343,7.655664742945806e-12,0.36156580687196627,4799,-0.35947954654693604,,,,,,,,,,,,,,,,False
Tlk2,ENSMUSG00000020694,11,105283959,105178807,+,-0.03,1.9784700024405697e-10,0.4337463230143559,6678,-1.0934791564941406,,,,,,,,,,,,,,,,False
Mrc2,ENSMUSG00000020695,11,105351139,105292643,+,0.0935,3.568285726496086e-12,0.09744110610496629,375,-0.722611665725708,,,,,,,,,,,,,,,,False
Tanc2,ENSMUSG00000053580,11,105929304,105589986,+,-0.0521,-4.55264040966742e-11,0.32244062206152435,3025,0.6606001555919647,0.4452006139360934,0.05913957996719135,0.23809553974402053,19.97825842955771,2.0799457919597626,1.0549057722091675,0.21681922674179077,0.11660217226024898,0.0,0.0,0.49605148888387096,7.709992118248951,1.0299930515827547,2.237663962792661,3.7802689644614387,True
Ace,ENSMUSG00000020681,11,105989964,105967945,+,-0.0105,1.3165743887416594e-11,0.059536472416912706,121,-0.013444185256958008,,,,,,,,,,,,,,,,False
Kcnh6,ENSMUSG00000001901,11,106034549,106008124,+,-0.0124,-1.634951606579888e-11,0.04859825084337683,61,0.6609232425689697,0.020361861951863222,0.05736936619072029,0.0643750320596898,21.86335061353,3.0317599773406982,0.12298112362623215,0.058818187564611435,0.1509602640872621,0.0,0.0,0.019486129397824185,0.33370374336155745,0.1479007050009637,0.6363553888873147,9.191189769197896,True
Dcaf7,ENSMUSG00000049354,11,106059324,106036872,+,0.0278,5.647783058889044e-11,0.4527623049692084,6937,-0.62224280834198,,,,,,,,,,,,,,,,False
Taco1,ENSMUSG00000001983,11,106073612,106066061,+,0.0485,-1.9194916321841017e-11,0.2706511463005445,2790,-0.2197033166885376,,,,,,,,,,,,,,,,False
Map3k3,ENSMUSG00000020700,11,106155446,106084613,+,-0.0611,-9.843546831713342e-13,0.2819762389638073,2911,-2.2987136840820312,,,,,,,,,,,,,,,,False
Ddx42,ENSMUSG00000020705,11,106249139,106216926,+,-0.0537,-1.3709349916062483e-10,0.5371811102655399,8374,-1.0456249713897705,,,,,,,,,,,,,,,,False
Psmc5,ENSMUSG00000020708,11,106263120,106256154,+,0.1761,-8.871400453694621e-11,0.5588349649730961,8724,-0.06001996994018555,,,,,,,,,,,,,,,,False
Tcam1,ENSMUSG00000020712,11,106288745,106276672,+,-0.0074,-1.4319224451516109e-11,0.07059495818225633,217,-0.34976017475128174,,,,,,,,,,,,,,,,False
Prr29,ENSMUSG00000009210,11,106377558,106365472,+,-0.0236,6.875102240274787e-12,0.026211815781448256,22,-0.015073537826538086,,,,,,,,,,,,,,,,False
Milr1,ENSMUSG00000040528,11,106768794,106751226,+,-0.0249,1.19679841850421e-12,0.016923038403208992,9,-0.07943928241729736,,,,,,,,,,,,,,,,False
Cep95,ENSMUSG00000018372,11,106819930,106789252,+,-0.0381,-1.0089635502506175e-11,0.2220806995389274,1758,-1.765244483947754,,,,,,,,,,,,,,,,False
1810010H24Rik,ENSMUSG00000078607,11,107030443,107025681,+,-0.0146,-4.860251248158462e-12,0.1152899691842049,459,-0.054933905601501465,,,,,,,,,,,,,,,,False
Gm11715,ENSMUSG00000087596,11,107167150,107157408,+,0.0057,6.844341156425683e-13,0.013990821898694198,9,-0.09408187866210938,,,,,,,,,,,,,,,,False
