source	target	ligand	receptor	prob	pval	interaction_name	interaction_name_2	pathway_name	annotation	evidence
A2	P/Y	Spp1	ITGAV_ITGB5	1.0266257974857593e-4	0	SPP1_ITGAV_ITGB5	Spp1  - (Itgav+Itgb5)	SPP1	Secreted Signaling	PMID: 21907263
P/Y	P/Y	Spp1	ITGAV_ITGB5	1.568394449338531e-4	0	SPP1_ITGAV_ITGB5	Spp1  - (Itgav+Itgb5)	SPP1	Secreted Signaling	PMID: 21907263
A2	A2	Spp1	ITGA9_ITGB1	1.3833073500948309e-4	0.02	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263
P/Y	A2	Spp1	ITGA9_ITGB1	2.113263405490281e-4	0.03	SPP1_ITGA9_ITGB1	Spp1  - (Itga9+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263
A/N	P/Y	Spp1	ITGA5_ITGB1	7.472384097605662e-5	0.04	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263
A2	P/Y	Spp1	ITGA5_ITGB1	9.699050201517703e-5	0.01	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263
P/Y	P/Y	Spp1	ITGA5_ITGB1	1.481745546936722e-4	0	SPP1_ITGA5_ITGB1	Spp1  - (Itga5+Itgb1)	SPP1	Secreted Signaling	PMID: 21907263
A/N	P/Y	Nampt	ITGA5_ITGB1	1.1693269005986636e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838
A2	P/Y	Nampt	ITGA5_ITGB1	8.271222677411436e-5	0.03	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838
P/Y	P/Y	Nampt	ITGA5_ITGB1	1.6884542540125823e-4	0	NAMPT_ITGA5_ITGB1	Nampt  - (Itga5+Itgb1)	VISFATIN	Secreted Signaling	PMID: 28490838
P/Y	P/Y	Angptl2	ITGA5_ITGB1	2.042424020518103e-5	0	ANGPTL2_ITGA5_ITGB1	Angptl2  - (Itga5+Itgb1)	ANGPTL	Secreted Signaling	PMID: 24478758
P/Y	P/Y	Angptl2	Tlr4	2.4054377052329435e-6	0	ANGPTL2_TLR4	Angptl2  - Tlr4	ANGPTL	Secreted Signaling	PMID: 24478758
P/Y	P/Y	Angpt2	ITGA5_ITGB1	1.935080803209758e-5	0	ANGPT2_ITGA5_ITGB1	Angpt2  - (Itga5+Itgb1)	ANGPT	Secreted Signaling	PMID: 20651738; PMID: 25635707
A/N	A/N	Ptn	Sdc1	1.1961521835714263e-4	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A2	Ptn	Sdc1	7.245559342390958e-5	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	P/Y	Ptn	Sdc1	0.0011129016807814003	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	P/Y	Ptn	Sdc1	3.233133998810989e-4	0	PTN_SDC1	Ptn  - Sdc1	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A/N	Ptn	Sdc2	2.1987846290188751e-4	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	A/N	Ptn	Sdc2	6.383725670329011e-5	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	P/Y	Ptn	Sdc2	5.543379572817956e-4	0	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	P/Y	Ptn	Sdc2	1.6097901207835658e-4	0.01	PTN_SDC2	Ptn  - Sdc2	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A/N	Ptn	Sdc3	6.314138520068042e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	A/N	Ptn	Sdc3	1.832978257291245e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	P/Y	Ptn	Sdc3	3.309570552630266e-5	0	PTN_SDC3	Ptn  - Sdc3	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A2	Ptn	Sdc4	0.001066889476285224	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	P/Y	Ptn	Sdc4	0.001963768746403133	0	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	P/Y	Ptn	Sdc4	5.708470955763906e-4	0.04	PTN_SDC4	Ptn  - Sdc4	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A/N	Ptn	Ncl	0.022342554203496744	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A2	Ptn	Ncl	0.01780599334661379	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	P/Y	Ptn	Ncl	0.06680703330687802	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A2	P/Y	Ptn	Ncl	0.020358310514014197	0	PTN_NCL	Ptn  - Ncl	PTN	Secreted Signaling	PMID: 28356350; PMID: 25620911
A/N	A2	Kitl	Kit	3.5055191719384043e-5	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
P/Y	A2	Kitl	Kit	5.0082651204093795e-5	0	KITL_KIT	Kitl  - Kit	KIT	Secreted Signaling	KEGG: mmu04080
P/Y	A/N	Sema3d	NRP1_PLXNA2	6.42010372196523e-6	0	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
P/Y	P/Y	Sema3d	NRP1_PLXNA2	4.368677734977854e-6	0.01	SEMA3D_NRP1_PLXNA2	Sema3d  - (Nrp1+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
P/Y	P/Y	Sema3d	NRP1_PLXNA3	1.883168186098622e-6	0.01	SEMA3D_NRP1_PLXNA3	Sema3d  - (Nrp1+Plxna3)	SEMA3	Secreted Signaling	PMID: 27533782
P/Y	A/N	Sema3d	NRP1_PLXNA4	4.698493686859067e-6	0	SEMA3D_NRP1_PLXNA4	Sema3d  - (Nrp1+Plxna4)	SEMA3	Secreted Signaling	PMID: 27533782
P/Y	P/Y	Sema3d	NRP1_PLXNA4	6.550376904865647e-6	0	SEMA3D_NRP1_PLXNA4	Sema3d  - (Nrp1+Plxna4)	SEMA3	Secreted Signaling	PMID: 27533782
P/Y	P/Y	Sema3d	NRP2_PLXNA2	2.5644002854428966e-6	0.01	SEMA3D_NRP2_PLXNA2	Sema3d  - (Nrp2+Plxna2)	SEMA3	Secreted Signaling	PMID: 27533782
A/N	P/Y	Gas6	Axl	1.1996867771283826e-5	0	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
P/Y	P/Y	Gas6	Axl	1.5654343064067666e-6	0.01	GAS6_AXL	Gas6  - Axl	GAS	Secreted Signaling	PMID: 27801848
A2	P/Y	Col6a5	ITGA1_ITGB1	2.0265844462281115e-5	0	COL6A5_ITGA1_ITGB1	Col6a5  - (Itga1+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Col6a5	ITGA2_ITGB1	1.4940441556881192e-5	0	COL6A5_ITGA2_ITGB1	Col6a5  - (Itga2+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Fn1	ITGA3_ITGB1	3.019315850574429e-5	0	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	ITGA3_ITGB1	9.180825903335755e-5	0.01	FN1_ITGA3_ITGB1	Fn1  - (Itga3+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Fn1	ITGA5_ITGB1	1.597020610253334e-5	0.01	FN1_ITGA5_ITGB1	Fn1  - (Itga5+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	ITGA5_ITGB1	1.0521169097287434e-4	0	FN1_ITGA5_ITGB1	Fn1  - (Itga5+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	ITGA1_ITGB1	4.7158983402323656e-5	0	LAMA5_ITGA1_ITGB1	Lama5  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	ITGA1_ITGB1	2.7991265334818113e-5	0	LAMB1_ITGA1_ITGB1	Lamb1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Lamc1	ITGA1_ITGB1	5.3393499618493714e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Lamc1	ITGA1_ITGB1	1.9771056548106236e-5	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	ITGA1_ITGB1	2.024330374204983e-4	0	LAMC1_ITGA1_ITGB1	Lamc1  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	ITGA1_ITGB1	3.0256551415578486e-6	0.01	LAMC2_ITGA1_ITGB1	Lamc2  - (Itga1+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	ITGA2_ITGB1	3.47669210638528e-5	0	LAMA5_ITGA2_ITGB1	Lama5  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	ITGA2_ITGB1	2.0635839459451287e-5	0	LAMB1_ITGA2_ITGB1	Lamb1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Lamc1	ITGA2_ITGB1	3.9363245216961126e-5	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Lamc1	ITGA2_ITGB1	1.4575670755673835e-5	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	ITGA2_ITGB1	1.4924538468252127e-4	0	LAMC1_ITGA2_ITGB1	Lamc1  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	ITGA2_ITGB1	2.2305716943002582e-6	0	LAMC2_ITGA2_ITGB1	Lamc2  - (Itga2+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lama5	ITGA3_ITGB1	1.1254821108442947e-5	0	LAMA5_ITGA3_ITGB1	Lama5  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	ITGA3_ITGB1	3.4223828158510526e-5	0	LAMA5_ITGA3_ITGB1	Lama5  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamb1	ITGA3_ITGB1	6.6802136871592034e-6	0	LAMB1_ITGA3_ITGB1	Lamb1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	ITGA3_ITGB1	2.0313483220695656e-5	0	LAMB1_ITGA3_ITGB1	Lamb1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	A2	Lamc1	ITGA3_ITGB1	1.2742792480895704e-5	0.02	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc1	ITGA3_ITGB1	4.831777196545797e-5	0	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Lamc1	ITGA3_ITGB1	3.874835606870709e-5	0.01	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	ITGA3_ITGB1	1.4691429027558105e-4	0	LAMC1_ITGA3_ITGB1	Lamc1  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc2	ITGA3_ITGB1	7.22069490765415e-7	0	LAMC2_ITGA3_ITGB1	Lamc2  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	ITGA3_ITGB1	2.195726892822958e-6	0.01	LAMC2_ITGA3_ITGB1	Lamc2  - (Itga3+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	A2	Thbs1	ITGA3_ITGB1	3.4314765411167025e-6	0.01	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Thbs1	ITGA3_ITGB1	5.953177049771032e-6	0.03	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Thbs1	ITGA3_ITGB1	1.0434651729401009e-5	0.04	THBS1_ITGA3_ITGB1	Thbs1  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
A/N	A2	Thbs3	ITGA3_ITGB1	1.9729437019379376e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Thbs3	ITGA3_ITGB1	1.8191732892479995e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Thbs3	ITGA3_ITGB1	5.999470328800173e-6	0	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Thbs3	ITGA3_ITGB1	5.531875839232217e-6	0.01	THBS3_ITGA3_ITGB1	Thbs3  - (Itga3+Itgb1)	THBS	ECM-Receptor	KEGG: mmu04512
A2	A2	Col6a5	ITGA3_ITGB1	4.836486441512291e-6	0.02	COL6A5_ITGA3_ITGB1	Col6a5  - (Itga3+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Col6a5	ITGA3_ITGB1	1.4707052866442132e-5	0.04	COL6A5_ITGA3_ITGB1	Col6a5  - (Itga3+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lama5	ITGA6_ITGB1	6.24310432056531e-5	0.03	LAMA5_ITGA6_ITGB1	Lama5  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lama5	ITGA6_ITGB1	1.310114509730774e-4	0.01	LAMA5_ITGA6_ITGB1	Lama5  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	ITGA6_ITGB1	7.823749000508576e-5	0.02	LAMA5_ITGA6_ITGB1	Lama5  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamb1	ITGA6_ITGB1	3.705624289217124e-5	0	LAMB1_ITGA6_ITGB1	Lamb1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamb1	ITGA6_ITGB1	7.776463815436535e-5	0	LAMB1_ITGA6_ITGB1	Lamb1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	ITGA6_ITGB1	4.643853299606066e-5	0	LAMB1_ITGA6_ITGB1	Lamb1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc1	ITGA6_ITGB1	2.6797588280933756e-4	0	LAMC1_ITGA6_ITGB1	Lamc1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	A2	Lamc1	ITGA6_ITGB1	1.4832979435603464e-4	0.02	LAMC1_ITGA6_ITGB1	Lamc1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc1	ITGA6_ITGB1	5.622200380727975e-4	0	LAMC1_ITGA6_ITGB1	Lamc1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	ITGA6_ITGB1	3.358052068249603e-4	0	LAMC1_ITGA6_ITGB1	Lamc1  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamc2	ITGA6_ITGB1	4.005546624056315e-6	0.04	LAMC2_ITGA6_ITGB1	Lamc2  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc2	ITGA6_ITGB1	8.406173155873517e-6	0.02	LAMC2_ITGA6_ITGB1	Lamc2  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	ITGA6_ITGB1	5.01975513949036e-6	0.04	LAMC2_ITGA6_ITGB1	Lamc2  - (Itga6+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	A2	Tnr	ITGA9_ITGB1	1.6334913850905074e-5	0	TNR_ITGA9_ITGB1	Tnr  - (Itga9+Itgb1)	TENASCIN	ECM-Receptor	KEGG: mmu04512
A2	A2	Col6a5	ITGA9_ITGB1	2.4039039124577277e-5	0	COL6A5_ITGA9_ITGB1	Col6a5  - (Itga9+Itgb1)	COLLAGEN	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lama5	ITGA9_ITGB1	5.593899493200657e-5	0.01	LAMA5_ITGA9_ITGB1	Lama5  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	ITGA9_ITGB1	3.566569028445136e-5	0.01	LAMA5_ITGA9_ITGB1	Lama5  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamb1	ITGA9_ITGB1	3.320276911816811e-5	0	LAMB1_ITGA9_ITGB1	Lamb1  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	ITGA9_ITGB1	2.116930994380026e-5	0	LAMB1_ITGA9_ITGB1	Lamb1  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	A2	Lamc1	ITGA9_ITGB1	6.333417351386658e-5	0.02	LAMC1_ITGA9_ITGB1	Lamc1  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc1	ITGA9_ITGB1	2.4011487253172708e-4	0	LAMC1_ITGA9_ITGB1	Lamc1  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	ITGA9_ITGB1	1.5310311498134367e-4	0.01	LAMC1_ITGA9_ITGB1	Lamc1  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Lamc2	ITGA9_ITGB1	3.5889980272932792e-6	0.02	LAMC2_ITGA9_ITGB1	Lamc2  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	ITGA9_ITGB1	2.288236740220497e-6	0.03	LAMC2_ITGA9_ITGB1	Lamc2  - (Itga9+Itgb1)	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Fn1	ITGAV_ITGB1	1.1688615645659806e-4	0.02	FN1_ITGAV_ITGB1	Fn1  - (Itgav+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Fn1	ITGAV_ITGB1	1.2214048193338295e-4	0.01	FN1_ITGAV_ITGB1	Fn1  - (Itgav+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Fn1	ITGAV_ITGB1	5.131107998830243e-5	0	FN1_ITGAV_ITGB1	Fn1  - (Itgav+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	ITGAV_ITGB1	3.379705636620291e-4	0	FN1_ITGAV_ITGB1	Fn1  - (Itgav+Itgb1)	FN1	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Fn1	Cd44	3.160061064651615e-5	0	FN1_CD44	Fn1  - Cd44	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Fn1	Cd44	4.54502428283388e-5	0	FN1_CD44	Fn1  - Cd44	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	Cd44	2.993768049501094e-4	0	FN1_CD44	Fn1  - Cd44	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Col6a5	Cd44	4.796647120140692e-5	0	COL6A5_CD44	Col6a5  - Cd44	COLLAGEN	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lama5	Cd44	1.1161473550354483e-4	0	LAMA5_CD44	Lama5  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamb1	Cd44	6.625078205766175e-5	0	LAMB1_CD44	Lamb1  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Lamc1	Cd44	1.263693600582651e-4	0	LAMC1_CD44	Lamc1  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Lamc1	Cd44	4.679540779507251e-5	0	LAMC1_CD44	Lamc1  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc1	Cd44	4.790119289070444e-4	0	LAMC1_CD44	Lamc1  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Lamc2	Cd44	7.161479040130182e-6	0	LAMC2_CD44	Lamc2  - Cd44	LAMININ	ECM-Receptor	KEGG: mmu04512
A2	A/N	Col6a5	Sdc1	3.859995442952466e-6	0.03	COL6A5_SDC1	Col6a5  - Sdc1	COLLAGEN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Col6a5	Sdc1	3.594801065951938e-5	0	COL6A5_SDC1	Col6a5  - Sdc1	COLLAGEN	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Fn1	Sdc1	2.4097255789794944e-5	0.01	FN1_SDC1	Fn1  - Sdc1	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Fn1	Sdc1	1.4596096005208561e-5	0.03	FN1_SDC1	Fn1  - Sdc1	FN1	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Fn1	Sdc1	2.3682676700799902e-5	0	FN1_SDC1	Fn1  - Sdc1	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Fn1	Sdc1	3.4062226021980856e-5	0	FN1_SDC1	Fn1  - Sdc1	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	Sdc1	2.2437920311619146e-4	0	FN1_SDC1	Fn1  - Sdc1	FN1	ECM-Receptor	KEGG: mmu04512
A2	A/N	Tnr	Sdc1	2.622912044284233e-6	0.04	TNR_SDC1	Tnr  - Sdc1	TENASCIN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Tnr	Sdc1	2.4427344845631358e-5	0	TNR_SDC1	Tnr  - Sdc1	TENASCIN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Thbs1	Sdc1	2.550526537420067e-5	0	THBS1_SDC1	Thbs1  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Thbs1	Sdc1	4.4247686284851314e-5	0	THBS1_SDC1	Thbs1  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
A/N	A/N	Thbs3	Sdc1	1.5746036689674955e-6	0	THBS3_SDC1	Thbs3  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Thbs3	Sdc1	1.4518796679255892e-6	0.03	THBS3_SDC1	Thbs3  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
A/N	A2	Thbs3	Sdc1	9.537543371254656e-7	0	THBS3_SDC1	Thbs3  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Thbs3	Sdc1	1.4664510805755643e-5	0	THBS3_SDC1	Thbs3  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Thbs3	Sdc1	1.3521578299528139e-5	0	THBS3_SDC1	Thbs3  - Sdc1	THBS	ECM-Receptor	KEGG: mmu04512
A2	A2	Col6a5	Sdc4	3.4460227186032525e-5	0	COL6A5_SDC4	Col6a5  - Sdc4	COLLAGEN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Col6a5	Sdc4	6.34843305329574e-5	0	COL6A5_SDC4	Col6a5  - Sdc4	COLLAGEN	ECM-Receptor	KEGG: mmu04512
A2	A2	Fn1	Sdc4	3.2652487134339545e-5	0	FN1_SDC4	Fn1  - Sdc4	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Fn1	Sdc4	2.1509447883583403e-4	0	FN1_SDC4	Fn1  - Sdc4	FN1	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Fn1	Sdc4	6.0154114221180556e-5	0	FN1_SDC4	Fn1  - Sdc4	FN1	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Fn1	Sdc4	3.9619738088887907e-4	0	FN1_SDC4	Fn1  - Sdc4	FN1	ECM-Receptor	KEGG: mmu04512
A2	A2	Tnr	Sdc4	2.3416357014246092e-5	0	TNR_SDC4	Tnr  - Sdc4	TENASCIN	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Tnr	Sdc4	4.3139169361332265e-5	0	TNR_SDC4	Tnr  - Sdc4	TENASCIN	ECM-Receptor	KEGG: mmu04512
A2	A2	Thbs1	Sdc4	2.4449666149336473e-5	0	THBS1_SDC4	Thbs1  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
A2	P/Y	Thbs1	Sdc4	4.504276093075982e-5	0	THBS1_SDC4	Thbs1  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
A/N	A/N	Thbs3	Sdc4	1.7619915901120299e-6	0	THBS3_SDC4	Thbs3  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
A/N	A2	Thbs3	Sdc4	1.4057577026227053e-5	0	THBS3_SDC4	Thbs3  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	A2	Thbs3	Sdc4	1.296194751996369e-5	0.02	THBS3_SDC4	Thbs3  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
A/N	P/Y	Thbs3	Sdc4	2.589800694358001e-5	0	THBS3_SDC4	Thbs3  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	P/Y	Thbs3	Sdc4	2.3879571567383466e-5	0.01	THBS3_SDC4	Thbs3  - Sdc4	THBS	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lama5	Sv2a	7.72805105369875e-6	0	LAMA5_SV2A	Lama5  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
P/Y	A/N	Lamb1	Sv2a	4.586919500741947e-6	0	LAMB1_SV2A	Lamb1  - Sv2a	LAMININ	ECM-Receptor	KEGG: mmu04512
